herb-id,Web.Link,Pinyin.Name,Chinese.Name,English.Name,Latin.Name,Properties,Meridians,Effect
1923,http://119.3.41.228/tcmid/herb/1923/,CHUI PEN CAO,???,all - grass of Stringy stonecrop,Herba Sedi sarmentosi,"Cool,Sweet,Slightly Sour,Neutral","SMALL INTESTINE,LIVER,HEART,GALLBLADDER","Treatment of jaundice with oliguria caused by damp-heat, acute and chronic hepatitis, carbuncles and sores."
1932,http://119.3.41.228/tcmid/herb/1932/,BING PIAN,??,Borneol,Dryobalanops aromatica,"Minor cold,Pungent,Bitter","LUNG,SPLEEN,HEART","To open orifices and free spirit, dissipate heat and relieve pain, eliminate screen and brighten eyes."
1954,http://119.3.41.228/tcmid/herb/1954/,ZAO JIA,??,Chinese Honeylocust,Gleditsia sinensis  [Syn.  Gleditsia horrida],"Warm,Pungent","LUNG,LARGE INTESTINE","To relieve cough and dispel phlegm, open orifices, kill worms and dissipate binds."
1957,http://119.3.41.228/tcmid/herb/1957/,CHI SHAO,??,Red Peony root,Radix Paeoniae Rubra,"Minor cold,Bitter",LIVER,"Treatment of maculation in epidemic diseases, spitting of blood, epistaxis, inflammation of the eye, pain in the chest and costal regions, amenorrhea, dysmenorrhea, mass formation in the abdomen, traumatic injury, boils and sores."
1970,http://119.3.41.228/tcmid/herb/1970/,HU JIAO,??,Black Pepper,Piper nigrum,"Hot,Pungent","LARGE INTESTINE,STOMACH","To warm center and dissipate cold, precipitate qi, disperse phlegm."
1975,http://119.3.41.228/tcmid/herb/1975/,MA YOU,??,Sesame Oil,Oleum Sesami,"Cool,Sweet","LIVER,KIDNEY","For relaxing the bowels and moisten the lung the lung when taken orally, also used as ground substance in making ointment and plaster for external application."
1991,http://119.3.41.228/tcmid/herb/1991/,ZHI SANG BAI PI,????,Prepared root-bark White Mulberry,Cortex Mori radicis Praeparata,"Cold,Sweet",LUNG,"Treatment of cough and asthma caused by heat in the lung, anasarca with oliguria."
2057,http://119.3.41.228/tcmid/herb/2057/,PU GONG YING,???,Mongolian Dandelion,Taraxacum mongolicum,"Cold,Sweet,Bitter","STOMACH,LIVER","To clear heat and resolve toxin, dissipate binds and disperse swelling, disinhibit urine and free strangury."
2103,http://119.3.41.228/tcmid/herb/2103/,ZHI ZI WAN,???,Prepared root of tatarian aster,radix asteris Praeparata,"Warm,Pungent,Sweet,Bitter",LUNG,"Treatment of acute or chronic cough and asthma with copious expectoration, hemoptysis in consumptive diseases."
2124,http://119.3.41.228/tcmid/herb/2124/,GAN QING QING LAN,????,all-grass of Tangut Dragonhead,Herba Dracocephali tangutici,"Cold,Sweet,Bitter","STOMACH,LIVER",
2150,http://119.3.41.228/tcmid/herb/2150/,DAN DOU CHI,???,Fermented Soybean,Semen Sojae Praeparata,"Cold,Pungent","LUNG,STOMACH","Treatment of chills, fever and headache in colds and influenza, vexation, oppressed feeling in the chest and insomnia."
2152,http://119.3.41.228/tcmid/herb/2152/,DA JI 2,??,all-grass of Thistle,Herba Cirsii Japonici;Radix Cirsii Japonici;Herba seu Radix Cirsii japonici,"Cool,Sweet,Bitter","LIVER,HEART","Treatment of epistaxis, spitting of blood, hematuria, hematochezia, abnormal uterine bleeding, traumatic bleeding, carbuncles and sores."
2153,http://119.3.41.228/tcmid/herb/2153/,DA JI 1,??,Peking spurge root,Radix euphorbiae pekinensis,"Cold,Pungent,Bitter","LUNG,LARGE INTESTINE,KIDNEY","1. Treatment of edema of the face and the body, retention of fluid in the chest and ascites. Peking spurge root (Daji) is used with Jujube (Dazao), Kansui root (Gansui) and Genkwa flower (Yuanhua) in the formula Shizao Tang. 2. Treatment of boils, carbuncles, scrofula and subcutaneous nodules. Peking spurge root (Daji) is used with Pleione rhizome (Shancigu) and Moleplant seed (Qianjinzi) for internal and external use in the formula Zijin Ding."
2156,http://119.3.41.228/tcmid/herb/2156/,KUN BU,??,"Kelp Thallus Equivalent plant: Ecklonia kurome ,  Undaria pinnatifida",Laminaria japonica,"Cold,Salty","STOMACH,LIVER,KIDNEY","To soften hardness and dissipate binds, dispel phlegm, disinhibit water."
2179,http://119.3.41.228/tcmid/herb/2179/,CHAN TUI,??,Cicada Slough,Periostracum Cicadae,"Cold,Sweet","LUNG,LIVER","Treatment of upper respiratory infection with sore throat, hoarseness of voice, measles with inadequate eruption, urticaria with itching, inflammation of the eye with formation of corneal opacity, convulsion, tetanus."
2186,http://119.3.41.228/tcmid/herb/2186/,YI YI REN,???,Jobstears Seed,Coix lacryma- jobi  var. ma - yuen,"Minor cold,Sweet,Neutral","LUNG,SPLEEN,STOMACH","To fortify spleen and percolate damp, eliminate impediment and check diarrhea, clear heat and expel pus."
2202,http://119.3.41.228/tcmid/herb/2202/,SHI JUN ZI,???,Rangooncreeper,Quisqualis indica,"Warm,Sweet","SPLEEN,STOMACH","To resolve toxin and kill worms, eliminate food stagnation."
2208,http://119.3.41.228/tcmid/herb/2208/,ZONG LV TAN,???,"Carbonized palm fiber, Carbonized petiole of windmill palm",Carbonized Vagina Trachycarpus Wagnerianus,"Mild,Bitter,Punkery","LUNG,LARGE INTESTINE,LIVER","Treatment of: 1. Hemorrhages due to extravasation of blood by heat manifested as cough with blood, vomiting with blood, epistaxis, bloody stool and uterine bleeding. Carbonized petiole of windmill palm (Zonglutan) is used with Imperata rhizome (Baimaogen), Japanese thistle (Daji), Small thistle (Xiaoji) and Capejasmine (Zhizi) in the formula Shihui San. 2. Hemorrhages due to deficiency of yang qi leading to failure of the spleen to control blood manifested as uterine bleeding or bloody stool. Carbonized petiole of windmill palm (Zonglutan) is used with Astragalus root (Huangqi), Ginseng (Renshen) and White atractylodes (Baizhu)."
2215,http://119.3.41.228/tcmid/herb/2215/,BAI HE,??,"Greenish Lily Equivalent plant:  Lilium tigrinum,  Lilium pumilum,  Lilium longiflorum",Lilium brownii var. viridulum  [Syn.  Lilium brownii var. colchesteri ],"Minor cold,Sweet",HEART,"To nourish yin and moisten lung, clear heart and quiet spirit."
2221,http://119.3.41.228/tcmid/herb/2221/,ZHI ZI,??,Cape Jasmine Fruit,Gardenia jasminoides [Syn.  Gardenia florida ],"Cold,Bitter","LUNG,STOMACH,LIVER,HEART","To drain fire and relieve dysphoria, clear heat and disinhibit urine, eliminate heat in blood, stanch bleeding."
2224,http://119.3.41.228/tcmid/herb/2224/,FU LING PI,???,Indian Bread peel,Exodermis Poria,"Mild,Sweet,Neutral","SPLEEN,HEART,KIDNEY","Treatment of edema with oliguria, dizziness and palpitation caused by retained fluid, diminished function of the spleen marked by anorexia, loose stools or diarrhea, restlessness and insomnia."
2225,http://119.3.41.228/tcmid/herb/2225/,HUAI NIU XI,???,root of Twotooth Achyranthes,Radix Achyranthis bidentatae,"Mild,Sweet,Sour,Bitter","LIVER,KIDNEY","Treament of soreness of the lumbar and knee joints with weakness inthe legs, amenorrhea with mass formation in the abdomen, dizziness due to hyperactivity of the liver."
2226,http://119.3.41.228/tcmid/herb/2226/,BAI WEI,??,Blackend Swallowwort,Cynanchum atratum,"Cold,Bitter,Salty","STOMACH,LIVER",See Tylophora ovata .
2235,http://119.3.41.228/tcmid/herb/2235/,ZHI MA QIAN ZI,????,Nux Vomica,Semen Strychni Praeparata,"Cold,Bitter","SPLEEN,LIVER","Treatment of protracted arthritis, rheumatoid arthralgia, numbness and paralysis, sequala of poliomyelitis, traumatic injury, boils and sores."
2259,http://119.3.41.228/tcmid/herb/2259/,HAI SHEN,??,Sea Cucumber,Holothuria leucospilota,"Warm,Salty","HEART,KIDNEY",
2267,http://119.3.41.228/tcmid/herb/2267/,YE MING SHA,???,Bat Dung,Vespertilio superans,"Cold,Pungent",LIVER,"To clear heat and brighten eyes, dissipate blood and eliminate accumulation."
2276,http://119.3.41.228/tcmid/herb/2276/,MU TONG,??,"Fiveleaf Akebia Equivalent plant:  Akebia trifoliata var  australis ,  Akebia trifoliata",Akebia quinata,"Cold,Bitter","BLADDER,SMALL INTESTINE,HEART","To clear heat and disinhibit urine, quicken blood and free vessels."
2296,http://119.3.41.228/tcmid/herb/2296/,GUA LOU PI,???,Snakegourd peel,Pericarpium Trichosanthis,"Cold,Sweet,Slightly Bitter","LUNG,LARGE INTESTINE,STOMACH","Treatment of cough with yellow sputum, oppressed feeling in the chest and costal pain."
2300,http://119.3.41.228/tcmid/herb/2300/,CHUN PI,??,"Ailanthus bark, Tree of heaven bark",Cortex Toonae Sinensis,"Cold,Bitter,Punkery","LARGE INTESTINE,LIVER","Treatment of morbid leukorrhea, diarrhea caused by damp-heat, chronic diarrhea, chronic dysentery, hematochezia, abnormal uterine bleeding."
2312,http://119.3.41.228/tcmid/herb/2312/,CHA YE,??,Common Tea,Camellia sinensis [Syn.  Thea sinensis],"Cool,Sweet,Bitter","LUNG,STOMACH,HEART","To clear head and eyes, eliminate vexation and allay thirst, disperse food, transform phlegm, disinhibit urine, resolve toxin."
2336,http://119.3.41.228/tcmid/herb/2336/,CAO JUE MING,???,Cassia Seed,Semen Cassiae,"Minor cold,Sweet,Bitter,Salty","LARGE INTESTINE,LIVER,KIDNEY","Treatment of inflammation in the eye with pain, photophobia and lacrimination, headache, dizziness, blurred vision and constipation."
2349,http://119.3.41.228/tcmid/herb/2349/,ZE XIE,??,Oriental Waterplantain,Alisma orientale  [Syn.  Alisma plantago-aquatica var. orientale],"Cold,Sweet,Neutral","BLADDER,KIDNEY","To lower cholesterol, disinhibit water and percolate damp, drain heat and free strangury, lower blood sugar levels."
2356,http://119.3.41.228/tcmid/herb/2356/,SANG YE,??,"White Mulberry Leaf Equivalent plant:  Morus mongolica, Morus australis ,  Morus cathayana",Morus alba,"Cold,Sweet,Bitter","LUNG,LIVER","To course wind and dissipate heat, clear lung and moisten dryness, clear liver and brighten eyes."
2358,http://119.3.41.228/tcmid/herb/2358/,ZHI XIANG FU,???,rhizome of Nutgrass Galingale,Rhizoma Cyperi Preparata,"Mild,Pungent,Slightly Sweet,Slightly Bitter","SPLEEN,LIVER,THREE END","Treatment of stagnation of the liver qi characterized by distending pain in the chest, hypochondria and epigastrium, indigestion, feeling of stuffiness in the chest and epigastrium, abdomen pain, distending pain in the breast, menstrual disorders, amenorrhea or dysmenorrhea."
2369,http://119.3.41.228/tcmid/herb/2369/,ZONG LV PI,???,Fortune Windmillpalm,Trachycarpus fortunei,"Mild,Bitter,Punkery","LUNG,LARGE INTESTINE,LIVER",To promote contraction and stanch bleeding.
2410,http://119.3.41.228/tcmid/herb/2410/,SHENG HUAI JIAO,???,pod of Japanese pagodatree,Sophora Japonica L,"Minor cold,Bitter","LARGE INTESTINE,LIVER",
2422,http://119.3.41.228/tcmid/herb/2422/,MAO ZHUA CAO,???,Catclaw Buttercup Root,Radix Ranunculi Ternati,"Warm,Pungent,Sweet","LUNG,LIVER",Treament of tuberculosis of lymph nodes without ulceration.
2428,http://119.3.41.228/tcmid/herb/2428/,XU DUAN,??,Japanese Teasel,Dipsacus japonicus,"Minor Warm,Pungent,Sweet,Bitter","LIVER,KIDNEY",See Dipsacus asperoides.
2443,http://119.3.41.228/tcmid/herb/2443/,SAN QI,??,Sanchi,Panax pseudo - ginseng  var. notoginseng  [Syn.  Panax notoginseng ],"Warm,Pungent,Slightly Bitter","STOMACH,LIVER","To stanch bleeding and dissipate stasis, disperse swelling and settle pain."
2447,http://119.3.41.228/tcmid/herb/2447/,BAI JI,??,Common Bletilla,Bletilla striata,"Cold,Sweet,Bitter,Punkery","LUNG,STOMACH,LIVER","To promote astriction and stanch bleeding, disperse swelling and engender flesh."
2451,http://119.3.41.228/tcmid/herb/2451/,QIN JIAO HUA,???,flower of Largeleaf Gentian,Flos Gentianae straminae,"Minor cold,Pungent,Bitter","STOMACH,LIVER,GALLBLADDER",
2474,http://119.3.41.228/tcmid/herb/2474/,HONG HUA,??,Safflower,Carthamus tinctorius,"Warm,Pungent","LIVER,HEART","To quicken blood and free menstruation, dissipate stasis and relieve pain."
2475,http://119.3.41.228/tcmid/herb/2475/,JIN YIN HUA,???,"Japanese Honeysuckle Equivalent plant:  Lonicera confusa , Lonicera hypoglauca ,  Lonicera fulvotomentosa,  Lonicera macranthoides, Lonicera bournei,  Lonicera similis",Lonicera japonica,"Cold,Sweet","LUNG,STOMACH,HEART",To clear heat and resolve toxin.
2478,http://119.3.41.228/tcmid/herb/2478/,SHENG SHAN ZHI,???,fruit of Cape Jasmine,Fructus Gardeniae,"Cold,Bitter","LUNG,STOMACH,LIVER,HEART","Treatment of febrile diseases with restlessness, jaundice with dark urine, hematuria with difficult painful urination, hemoptysis and epistaxis caused by heat in the blood, inflammation of the eye, boils and sores, external use for injurys and bruises.Fructus Gardeniae (charred): Hemoptysis, epistaxis, hematuria and abnormal uterine bleeding caused by heat in the blood."
2496,http://119.3.41.228/tcmid/herb/2496/,HEI CU,??,Contamned acetic acid,vinegar,"Warm,Sour,Bitter","STOMACH,LIVER",
2502,http://119.3.41.228/tcmid/herb/2502/,CHUAN LIAN ZI,???,Szechwan Chinaberry Fruit,Melia toosendan,"Cold,Bitter","BLADDER,STOMACH,SMALL INTESTINE,LIVER","To soothe liver, move qi , relieve pain, expel worms."
2519,http://119.3.41.228/tcmid/herb/2519/,BAI BIAN DOU,???,White Hyacinth Bean,Semen Lablab Album,"Minor Warm,Sweet","SPLEEN,STOMACH","Treatment of weakness of the spleen and stomach with loss of appetite and loose bowels, excessive leukorrhea, vomiting, diarrhea, distress in the chest and distension in the abdomen caused by summer-damp.Semen Lablab Album (stir-fried) Diarrhea and excessive leukorrhea in deficiency of spleen."
2522,http://119.3.41.228/tcmid/herb/2522/,MAI DONG,??,Liriope Equivalent plant:  Liriope spicata var  prolifera,Ophiopogon japonicus,"Minor cold,Minor Cool,Sweet","LUNG,STOMACH,HEART","To nourish yin and engender liquid, moisten lung and clear heart."
2525,http://119.3.41.228/tcmid/herb/2525/,ZI HE CHE,???,Human Placenta,Homo sapiens,"Warm,Sweet,Salty","LUNG,LIVER,HEART,KIDNEY","To supplement qi, nourish blood, boost essence."
2526,http://119.3.41.228/tcmid/herb/2526/,JIAO MU,??,seed of bunge pricklyash,semen zanthoxyli bungeani,"Cold,Bitter","LUNG,BLADDER,KIDNEY",
2538,http://119.3.41.228/tcmid/herb/2538/,DANG GUI,??,Chinese Angelica Equivalent plant:  Phlojodicarpus sibiricus,Angelica sinensis,"Warm,Pungent,Sweet","SPLEEN,LIVER,HEART","To nourish blood and regulate menstruation, quicken blood, relieve pain, moisten intestines and relieve constipation."
2540,http://119.3.41.228/tcmid/herb/2540/,GONG LAO MU,???,Stem of Leatherleaf Mahonia,Caulis Mahoniae,"Cold,Bitter","LARGE INTESTINE,STOMACH,LIVER","Treatment of acute dysentery, icteric hepatitis conjunctivitis, ulcers, boils, carbuncles, toothache due to fire in the stomach."
2550,http://119.3.41.228/tcmid/herb/2550/,LV DOU,??,Common Sainfoin,Onobrychis viciifolia,"Cool,Sweet","STOMACH,HEART","1. For preventing and treating summerheat syndrome and miliaria, and for diarrhea of summerheat-dampness type, carbuncle, mumps, acne, edema and erysipelas. 2. For preventing and treating the poisoning of lead, arsenic, alcohol and Radix Aconiti. 3. For unhealing ruptured carbuncle and furuncle, skin ulcer. 4. Treatment of hyperlipemia, hypercholesterolemia, hypertriglyridemia, hyperlipoproteinemia, etc."
2564,http://119.3.41.228/tcmid/herb/2564/,XI YANG SHEN,???,American Ginseng,Panax quinquefolium,"Cold,Sweet,Slightly Bitter","LUNG,HEART,KIDNEY","To supplement qi and nourish yin, clear fire and engender liquid."
2581,http://119.3.41.228/tcmid/herb/2581/,JU YE,??,tangerine leaf,folium citri tangerinae,"Mild,Pungent,Bitter",LIVER,
2612,http://119.3.41.228/tcmid/herb/2612/,GUA LOU,??,Mongolian Snakegourd Equivalent plant:  Trichosanthes rosthornii,Trichosanthes kirilowii,"Cold,Sweet,Slightly Bitter","LUNG,LARGE INTESTINE,STOMACH","To clear heat and resolve phlegm, loosen chest and dissipate binds, moisten dryness and lubricate intestines."
2623,http://119.3.41.228/tcmid/herb/2623/,WEI LING XIAN,???,Chinese Clematis,Clematis chinensis,"Warm,Pungent,Salty",BLADDER,"To dispel wind and eliminate damp, free network vessels and relieve pain."
2657,http://119.3.41.228/tcmid/herb/2657/,JIE GU MU,???,Elder* Equivalent plant:  Sambucus nigra,Sambucus williamsii,"Mild,Sweet,Bitter","LIVER,KIDNEY","To dispel wind and disinhibit damp, quicken blood, stanch bleeding."
2677,http://119.3.41.228/tcmid/herb/2677/,ZHUI FENG JIAN,???,,,"Cool,Bitter","LARGE INTESTINE,STOMACH,LIVER",
2678,http://119.3.41.228/tcmid/herb/2678/,OU ZHI,??,lotus rhizome,Succus Rhizoma Lotus,"Mild,Sweet,Punkery","LUNG,STOMACH,LIVER","Treament of hematemesis, hemoptysis, hematuria, abnormal uterine bleeding."
2681,http://119.3.41.228/tcmid/herb/2681/,DAN NAN XING,???,Bile Arisaema,Rhizoma Arisaema cum Bile,"Cool,Bitter","LUNG,SPLEEN,LIVER","Treatment of cough with yellow sputum, stroke, mania, epilepsy."
2683,http://119.3.41.228/tcmid/herb/2683/,QU MAI,??,"Lilac Pink Equivalent plant: Dianthus chinensis ,  Dianthus versicolor",Dianthus superbus,"Cold,Bitter","BLADDER,SMALL INTESTINE,HEART","To disinhibit urine and free strangury, break blood and free menstruation, anticancer."
2688,http://119.3.41.228/tcmid/herb/2688/,REN ZHONG BAI,???,Human Urine Sediment,Homo sapiens,"Cold,Salty","LUNG,BLADDER,LIVER","To clear heat, downbear fire, disperse stasis."
2696,http://119.3.41.228/tcmid/herb/2696/,YIN CHAI HU,???,Lanceolate Starwort,Stellaria dichotoma var. lanceolata,"Minor cold,Sweet","STOMACH,LIVER","To clear weakness fire, eliminate gan fever."
2697,http://119.3.41.228/tcmid/herb/2697/,NAN GUA ZI,???,Cushaw Seed,Cucurbita moschata,"Sweet,neutral","STOMACH,LARGE INTESTINE","To expel worms, promote lactation, disinhibit water and disperse edema."
2716,http://119.3.41.228/tcmid/herb/2716/,MEI GUI HUA,???,Rugose Rose Flower,Rosa rugosa,"Warm,Sweet,Slightly Bitter","SPLEEN,LIVER","To move qi and relieve depression, harmonize blood, relieve pain."
2748,http://119.3.41.228/tcmid/herb/2748/,LV CHA,??,Green Tea,Folium camelliae sinensis,"Cool,Sweet,Bitter","LUNG,STOMACH,HEART",
2751,http://119.3.41.228/tcmid/herb/2751/,ZAO JIAO CI,???,spine of Chinese Honeylocust,Spina gleditsiae,"Warm,Pungent","LUNG,LARGE INTESTINE","Treatment of carbuncle and boil at the early stage or formation of abscess difficult to burst, external use for scabies and leprosy."
2756,http://119.3.41.228/tcmid/herb/2756/,TU FU LING,???,Glabrous Greenbrier Equivalent plant: Smilax menispermoidea,Smilax glabra,"Mild,Sweet,Neutral","STOMACH,LIVER","To eliminate damp, resolve toxin, free joints."
2758,http://119.3.41.228/tcmid/herb/2758/,XIAO QING PI,???,Green Tangerine Peel,Pericarpium Citri Reticulatae Viride,"Warm,Pungent,Bitter","STOMACH,LIVER,GALLBLADDER","Treatment of distending pain in the chest and costal regions, hernia, mass formation in the breast, mastitis, abdomen pain due to retention of undigested food."
2763,http://119.3.41.228/tcmid/herb/2763/,JIAO MAI YA,???,Charred Malt,Fructus Hordei germinatus Preparata,"Mild,Sweet","SPLEEN,STOMACH",
2791,http://119.3.41.228/tcmid/herb/2791/,SONG JIE,??,"Knotty pine wood, Pine nodular branch",Lignum Pini Nodi,"Warm,Bitter",LIVER,"Treatment of: 1. Wind-damp obstruction syndrome. Pine nodular branch (Songjie) is used with herbs that dispel wind and dampness. In acute arthritis with severe pain, Pine nodular branch (Songjie) is soaked in wine for drinking. 2. External injury pain. Pine nodular branch (Songjie) is used with herbs that invigorate blood circulation, including Peach seed (Taoren), Safflower (Honghua), Frankincense (Ruxiang) and Myrrh (Moyao)."
2816,http://119.3.41.228/tcmid/herb/2816/,SHI LIU,??,Pomegranate fruit,Fructus Punixae Granati,"Warm,Sour,Punkery","LARGE INTESTINE,STOMACH",
2819,http://119.3.41.228/tcmid/herb/2819/,ZHI FENG FANG,???,Prepared Honeycomb,Nidus Vespae Preparata,"Mild,Sweet",STOMACH,"Treatment of toothache due to caries, sores, ulcers, mastitis, scrofula, ringworm, tinea unguium."
2834,http://119.3.41.228/tcmid/herb/2834/,RU XIANG,??,Olibanum,Boswellia carterii,"Warm,Pungent,Bitter","SPLEEN,LIVER,HEART","To move qi and quicken blood, free menstruation and relieve pain, disperse swelling and engender flesh."
2852,http://119.3.41.228/tcmid/herb/2852/,JI GUAN HUA,???,Common Cockscomb Flower,Celosia cristata,"Cool,Sweet","LARGE INTESTINE,LIVER","To cool blood and stanch bleeding, check discharge, check diarrhea."
2862,http://119.3.41.228/tcmid/herb/2862/,XUE SHANG YI ZHI HAO,?????,Shortstalk Monkshood Equivalent plant:  Aconitum nagarum var lasiandrum,Aconitum brachypodum,"Warm,Pungent,Bitter","SPLEEN,STOMACH","To dispel wind and eliminate damp, quicken blood and relieve pain."
2896,http://119.3.41.228/tcmid/herb/2896/,BING LANG,??,Betenutpalm,Areca catechu,"Warm,Pungent,Bitter","SPLEEN,LARGE INTESTINE,STOMACH","To expel worms, disperse accumulation, precipitate qi, move water, interrupt malaria."
2906,http://119.3.41.228/tcmid/herb/2906/,ZAO PI,??,Asiatic Cornelian Cherry Fruit,Fructus Corni,"Warm,Sweet","SPLEEN,STOMACH","Treatment of dizziness, tinnitus, soreness in the loins and knees, impotence, seminal emission, enuresis, frequency of urination, excessive uterine bleeding and leukorrhea, collapse with profuse sweating, diabetes."
2910,http://119.3.41.228/tcmid/herb/2910/,SHI DI,??,Persimmon Persistent Calyx,Diospyros kaki,"Mild,Bitter,Punkery",STOMACH,To downbear counterflow and precipitate qi.
2920,http://119.3.41.228/tcmid/herb/2920/,SHEN JING CAO,???,Common Clubmoss Herb,Herba Lycopodii,"Warm,Pungent,Bitter",LIVER,Treatment of arthralgia with limited mobility of the joints.
2926,http://119.3.41.228/tcmid/herb/2926/,GUAN YE LIAN QIAO,????,Common StJohn’swort,Hypericum perforatum,"bitter,sour,cold","LIVER,GALLBLADDER,STOMACH,BLADDER,SMALL INTESTINE","To promote astriction and stanch bleeding, regulate menstruation and free milk, clear heat and resolve toxin, disinhibit damp."
2928,http://119.3.41.228/tcmid/herb/2928/,LONG CHI,??,dens draconis fossilia dragon&#39;s teeth,Dens Draconis,"Cool,Punkery","LARGE INTESTINE,LIVER,HEART,KIDNEY",
2932,http://119.3.41.228/tcmid/herb/2932/,DUAN LONG CHI,???,Prepared dens draconis fossilia dragon&#39;s teeth,Dens Draconis Preparata,"Cool,Punkery","LARGE INTESTINE,LIVER,HEART,KIDNEY",
2941,http://119.3.41.228/tcmid/herb/2941/,TIAN XIAN ZI,???,Henbane Seed,Semen Hyoscyami,"Warm,Pungent,Bitter","LUNG,STOMACH,LIVER,HEART","Treatment of gastric spasm and pain, asthma and cough, mania."
2958,http://119.3.41.228/tcmid/herb/2958/,MA DOU LING,???,"Slender Dutchmanspipe Equivalent plant:  Aristolochia contorta, Aristolochia indica , Aristolochia maxima, Aristolochia triangularis",Aristolochia debilis [Syn.  Aristolochia longa],"Cold,Slightly Pungent,Bitter","LUNG,LARGE INTESTINE","To clear lung and downbear qi, relieve cough and calm asthma, clear and discharge large intestines."
2967,http://119.3.41.228/tcmid/herb/2967/,ZHI CANG ZHU,???,Rhizome of Swordlike Atractylodes,Rhizoma Atractylodis Praeparata,"Warm,Pungent,Bitter","SPLEEN,STOMACH","Treatment of epigastric distension and diarrhea, edema, particularly edema of the legs with lameness, rheumatic arthralgia, common cold, night blindess."
2982,http://119.3.41.228/tcmid/herb/2982/,YIN YANG HUO,???,"Shorthorned Epimedium Equivalent plant:  Epimedium sagittatum, Epimedium wushanense ,  Epimedium koreanum,  Epimedium pubescens, Epimedium acuminatum,  Epimedium davidii, Epimedium sutchuenense",Epimedium brevicornum,"Warm,Pungent,Sweet","LIVER,KIDNEY","To supplement kidney and invigorate yang , strengthen sinews and bones, dispel wind-damp."
2984,http://119.3.41.228/tcmid/herb/2984/,JIU ZI,??,Tuber Onion Seed,Allium tuberosum,"Warm,Pungent,Sweet","LIVER,KIDNEY","To supplement liver and kidney, invigorate yang and secure essence."
3006,http://119.3.41.228/tcmid/herb/3006/,SHENG MA,??,"Bugbane Equivalent plant: Cimicifuga dahurica,  Cimicifuga heracleifolia",Cimicifuga foetida,"Minor cold,Pungent","LUNG,SPLEEN,LARGE INTESTINE,STOMACH","To clear heat and resolve toxin, effuse exterior and outthrust papules, upbear yang and raise fall."
3014,http://119.3.41.228/tcmid/herb/3014/,SUO YANG,??,Songaria Cynomorium,Cynomorium songaricum,"Warm,Sweet","LARGE INTESTINE,LIVER,KIDNEY","To supplement kidney and invigorate yang , boost essence and blood, moisten intestines and free stool."
3022,http://119.3.41.228/tcmid/herb/3022/,SHAN ZHA,??,Chinese Hawthorn Equivalent plant: Crataegus pinnatifida  var major,Crataegus pinnatifida,"Minor Warm,Sweet,Sour","SPLEEN,STOMACH,LIVER","To fortify stomach and disperse food, move qi and dissipate stasis, lower cholesterol."
3029,http://119.3.41.228/tcmid/herb/3029/,LUO HAN GUO,???,Grosvenor Siraitia,Siraitia grosvenorii  [Syn.  Momordica grosvenorii],"Cool,Sweet","LUNG,LARGE INTESTINE","To clear heat and moisten lung, lubricate intestines and free stool."
3043,http://119.3.41.228/tcmid/herb/3043/,BI BA,??,Long Pepper,Piper longum,"Hot,Pungent","LARGE INTESTINE,STOMACH","To warm center and dissipate cold, precipitate qi and relieve pain."
3052,http://119.3.41.228/tcmid/herb/3052/,HAI LONG,??,Pipe Fish,Syngnathus,"Warm,Sweet,Salty","LIVER,KIDNEY","Treatment of impotence and seminal emission, mass in the abdomen, scrofula, traumatic injury, external use for carbuncles and boils."
3068,http://119.3.41.228/tcmid/herb/3068/,CHUAN NIU XI,???,Mediinal Cyathula,Cyathula officinalis,"Mild,Sweet,Sour,Bitter","LIVER,KIDNEY","To quicken blood and dispel stasis, dispel wind and disinhibit damp."
3073,http://119.3.41.228/tcmid/herb/3073/,LING XIAO HUA,???,flower of Common Trumpetcreeper,Flos Campsis,"Minor cold,Pungent","LIVER,CARDIOVASCULAR","Treatment of amenorrhea with mass in the abdomen, swelling of breast after childbirth, rubella red in colour, itching, acne."
3075,http://119.3.41.228/tcmid/herb/3075/,MA HUANG GEN,???,Chinese Ephedra Root,Ephedra sinica,"Mild,Sweet",LUNG,To check sweating.
3104,http://119.3.41.228/tcmid/herb/3104/,ZHI BAI BU,???,Prepared Root of Japanese Stemona,Radix Stemonae Preparata,"Minor Warm,Sweet,Bitter",LUNG,"Treatment of acute and chronic cough, cough in phthisis, whooping cough, external use: for pediculosis capitis, pediculosis corporis, oxyruiasis, pudendal itching.Radix Stemonae (stir-fried with honey) Cough in phthisis."
3139,http://119.3.41.228/tcmid/herb/3139/,LU RONG JIAO,???,Gelatin of Pilos deer horn,Colla Cornus Cervi,"Warm,Sweet,Salty","LIVER,KIDNEY","Treatment of impotence, spermatorrhea, or frigidity and infertility, emaciation, lassitude, aversion to cold, dizziness, tinnitus, impairment of hearing, backache accompanied by cold seasation, and weakness of the limbs, abnormal uterine bleeding and leukorrhea, chronic cores difficult to heal."
3147,http://119.3.41.228/tcmid/herb/3147/,GAO BEN,??,Chinese Ligusticum Equivalent plant: Ligusticum jeholense,Ligusticum sinense,"Warm,Pungent","BLADDER,LIVER","To dissipate cold and resolve exterior, dispel wind and eliminate damp, relieve pain."
